name,organizations,organization_id,alternate_name,description,locations,location_id,url,email,phones,contacts,taxonomy,taxonomy_term_id,address,id,status,application_process,interpretation_services,wait_time,fees,accreditations,licenses,schedule,x-details,y-org status,programs
Self-Advocacy Program,The Arc of Whatcom County,recgdgE4uVZ9DalkK,,A program for young adults ages 16 to 30 with developmental disabilities. Self advocacy members are encouraged to develop and practice skills to become strong self-advocates.,The Arc of Whatcom County Dan Godwin Community Center,rec3Y8N3GL0vq1Xbk,https://arcwhatcom.org/wp/programs/self-advocacy/,selfadvocacy@arcwhatcom.org,(360) 715-0170,,"Disability,Developmental Disability,Support Groups,Teens,Adults","recLKLYZv41O8jPT4, recyhyWOEEXd1S4PP, recrHRnwl3cJ2GqbU, rec3MOuAsiEAxOo3z, recuFy3DUTNeadwWi",2602 McLeod Rd.,reck4hxVBp4gzdwuU,,,,,,,,,,Vetted,
Down Syndrome Outreach Program,The Arc of Whatcom County,recgdgE4uVZ9DalkK,,"Families needing information and education specifically related to Down syndrome are provided a trained Parent Advocate to address their needs. Families are also connected to other families to develop natural peer support through fun, family-friendly events throughout the year.",The Arc of Whatcom County Dan Godwin Community Center,rec3Y8N3GL0vq1Xbk,https://arcwhatcom.org/wp/programs/down-syndrome-outreach/,,(360) 715-0170 ext. 304,,"Disability,Developmental Disability,Understand Disability,Families","recLKLYZv41O8jPT4, recyhyWOEEXd1S4PP, recCxMWwGxYG6a0sF, recOs8jW9d2WJDhsu",2602 McLeod Rd.,recLoMDqchARs7VJq,,,,,,,,,,Vetted,
Medicaid Personal Care Parent Training,The Arc of Whatcom County,recgdgE4uVZ9DalkK,,Six hours of continuing education are needed to fulfill parental obligations in receiving Medicaid Personal Care funding to care for their family member. Twice a year the Parent Coalition Program conducts trainings tailored to meet the needs of these families. Email admin@arcwhatcom.org for more information.,The Arc of Whatcom County Dan Godwin Community Center,rec3Y8N3GL0vq1Xbk,http://arcwhatcom.org/wp/programs/,admin@arcwhatcom.org,(360) 715-0170,,"Care,Caregivers,Parents,Families,Disability","recFynVbJhP9DcOwP, recab31YbKgpoKdCp, rec4cE8qW6kVNk0bV, recOs8jW9d2WJDhsu, recLKLYZv41O8jPT4",2602 McLeod Rd.,recLXASC6UpckVMcN,,,,,,,,,,Vetted,
The Arc Legislative Advocacy,The Arc of Whatcom County,recgdgE4uVZ9DalkK,,"In an effort to ensure that the needs of persons with developmental disabilities are met with appropriate health and social services, various opportunities exist. The Local Leadership program offers families a chance to learn how to be effective advocates. Families are encouraged to participate in grass roots advocacy by writing their legislators, participating in seminars, telling their stories to their legislators at the Fall Legislative Coffee, and obtaining updated information through the e-Alert list year-round and during the legislative season.",The Arc of Whatcom County Dan Godwin Community Center,rec3Y8N3GL0vq1Xbk,https://arcwhatcom.org/wp/programs/legislative-advocacy/,,(360) 715-0170,,"Disability,Developmental Disability,Families","recLKLYZv41O8jPT4, recyhyWOEEXd1S4PP, recOs8jW9d2WJDhsu",2602 McLeod Rd.,recqzOuVCAxuxHNLl,,,,,,,,,,Vetted,
Early Support for Infants and Toddlers (WCEL),Whatcom Center for Early Learning,recZR9OfxDfayGV8M,ESIT,Serves families with children from birth to three years old who have developmental delays or disabilities in order to maximize each child’s development.,Whatcom Center for Early Learning,rec2oFnO3LN1mI5sv,https://www.wcel.net/early-intervention,,(360) 715-7485,,"Early Childhood Intervention,Children,Families,Disability,Developmental Disability","recoILBn6aJRJVOJz, recH2S9jjAnFPldly, recOs8jW9d2WJDhsu, recLKLYZv41O8jPT4, recyhyWOEEXd1S4PP",2001 H St.,recfqzjPPAYPKBEeK,,,,,,,,,,Vetted,
Sensational Toddlers,Whatcom Center for Early Learning,recZR9OfxDfayGV8M,,"A parent-child program for children ages 18 months to 3 years, with and without special needs. Check the website for registration openings.",Whatcom Center for Early Learning,rec2oFnO3LN1mI5sv,https://www.wcel.net/playgroup-classes,,(360) 671-3660,,"Families,Children,Parents","recOs8jW9d2WJDhsu, recH2S9jjAnFPldly, rec4cE8qW6kVNk0bV",2001 H St.,recQfEAbROvOLL6OV,,,,,,,,,,Vetted,
WCEL Friends Playgroup,Whatcom Center for Early Learning,recZR9OfxDfayGV8M,,A parent-child program for children ages 18 months to 3 years who are receiving Early Intervention Services at Whatcom Center for Early Learning. These playgroups provide socialization and play opportunities for children and their caregivers.,Whatcom Center for Early Learning,rec2oFnO3LN1mI5sv,https://www.wcel.net/playgroup-classes,,(360) 671-3660,,"Children,Families,Early Childhood Intervention,Parents","recH2S9jjAnFPldly, recOs8jW9d2WJDhsu, recoILBn6aJRJVOJz, rec4cE8qW6kVNk0bV",2001 H St.,rec8XkFW1fAWlRUHj,,,,,,,,,,Vetted,
WCEL Drop-in Playgroups,Whatcom Center for Early Learning,recZR9OfxDfayGV8M,,"WCEL offers two drop-in playgroups: Ferndale Toddler Time and Bellingham Toddler Time. These groups let children and their families meet other families to socialize, play, and learn together.",Whatcom Center for Early Learning,rec2oFnO3LN1mI5sv,https://www.wcel.net/playgroup-classes,,(360) 671-3660,,"Children,Families","recH2S9jjAnFPldly, recOs8jW9d2WJDhsu",2001 H St.,recT9ihPj4yjEh6YC,,,,,,,,,,Vetted,
Nurse-Family Partnership,Whatcom County Health Department ,recsJOY2XgLE7ar6o,,"A proven method of support for first-time moms. Through NFP, moms and their families get regular home visits from a nurse until the first child is two years old. Families and children who are part of the program are more likely to have healthy pregnancy outcomes, healthy child development, and economic self-sufficiency. First time low-income moms in Whatcom County can enroll in the program prior to their 28th week of pregnancy.",Whatcom County Health Department - State Street,recYvoWMV4zK72ick,https://www.whatcomcounty.us/1570/Nurse-Family-Partnership-NFP,,(360) 778-6100,,"Mothers,Families,Pregnant,Home Visiting,Early Childhood Intervention,Maternity Care,Health,Postnatal Care,Family Planning","recNnik9CH6wd1RHx, recOs8jW9d2WJDhsu, receH7Eb28JwIIF3S, recJjmOFKPrK8f2uK, recoILBn6aJRJVOJz, receACWnJE9wFfvXS, reciYkvwqodZbQOxg, recxsJXbaWBSYkQIA, rec8YBzBBxAKdywsn",1500 N State St.,rectOFcdCMsUeuVaf,,"Download a referral form online, or call for more information about enrollment. ",,,,,,,,Vetted,
Whatcom County Veterans Program,Whatcom County Health Department ,recsJOY2XgLE7ar6o,,"A point of entry to local, state and federal benefits and services for veterans. Services include burial assistance, compensation and pension assistance, employment assistance, health services, housing assistance, legal assistance, social service programs, temporary financial assistance, and transportation.",Whatcom County Health Department ,receYX7V2zWpvn7tU,https://www.whatcomcounty.us/866/Veterans-Program,,(360) 778-6050,,"Veterans,Financial Assistance,Work,Employment,Housing,Legal,Navigating the System,Health,Emergency Payments,Government Benefits,Transportation,Burial & Funeral Help,Armed Forces,Active Duty,National Guard","rec15zX42PsepACwI, recbgFtOSl3oWCDSE, recgLX6b1UIeYq0PK, recTUeifU3gicG2BD, recCKTPd4gJzUTY28, rec7zSrfhPad6ViS5, recjW3uPkRdSkwZwb, reciYkvwqodZbQOxg, recZC2bATGtKSdzXU, recIiMl04p86EPI38, recLxdzEmSGBRoFid, rec9Z7Po9PQ03NjGT, recNEORrIacVlNquq, recoI3ykBdfAFEw1U, rec9ajIPZwYlhXKU1",509 Girard St.,recFkhdookFG38kns,,"To meet with Whatcom County Veteran Program staff, please call to schedule an appointment. There are currently no walk-in hours available.",,,,,,"recXX5JQd89UYAx4b,reczcNYus1EMrfU6g",,Vetted,
Answers Counseling Services,Answers Counseling,rec3Z3GXx1xLDP8zz,,Individual and family counseling services.,,,https://www.answerscounseling.org/counseling,,(360) 255-7855,,"Counseling,Family Counseling,Individual Counseling,Mental Health Care,Health","recmcWSEr2iFwDaTL, recoLdYggUaCc73jH, receBBmmUm0PJgBIF, recpSmwmXlthgV7gO, reciYkvwqodZbQOxg",,recABisNzFUZ4DH7X,,,,,,,,,,Vetted,
Infant Case Management,Answers Counseling,rec3Z3GXx1xLDP8zz,,"The purpose of Infant Case Management (ICM) is to improve the welfare of infants by providing their parents with information and assistance to access medical, social, educational, and environmental services. Families that meet criteria for ICM will be offered services focused on referrals and linkage to community resources.",,,https://www.answerscounseling.org/infant-case-management,,(360) 255-7855,,"Care,Case Management,Navigating the System,Families,Parents,Early Childhood Intervention,Pregnant","recFynVbJhP9DcOwP, recPJvpaJHs1EMUXw, recjW3uPkRdSkwZwb, recOs8jW9d2WJDhsu, rec4cE8qW6kVNk0bV, recoILBn6aJRJVOJz, receH7Eb28JwIIF3S",,recxIDwSrVFDV0fdK,,,,,,,,,,Vetted,
Answers Counseling Maternity Support Services,Answers Counseling,rec3Z3GXx1xLDP8zz,,"This program is designed to help people who are pregnant receive the medical and social services they request and need. If you are pregnant and covered under Medicaid, you are eligible for services. A Registered Nurse, Nutritionist, Behavioral Health Specialist, and Community Health Worker (Resource Case Manager) will guide and support during your pregnancy through two month's postpartum.",,,https://www.answerscounseling.org/maternity-support-services,,(360) 255-7855,,"Maternity Care,Health,Pregnant,Postnatal Care,Mothers,Counseling,Health Education,Nutrition,Nutrition Education,Mental Health Care,Navigating the System,Case Management","receACWnJE9wFfvXS, reciYkvwqodZbQOxg, receH7Eb28JwIIF3S, recxsJXbaWBSYkQIA, recNnik9CH6wd1RHx, recmcWSEr2iFwDaTL, reck5XAwtGi6t3XeG, recsjz9aCm9eI3HvD, recxKh3xVgHqKNd5W, recpSmwmXlthgV7gO, recjW3uPkRdSkwZwb, recPJvpaJHs1EMUXw",,recprE2b2TRl757WE,,,,,,,,,,Vetted,
Answers Counseling Parenting Programs,Answers Counseling,rec3Z3GXx1xLDP8zz,,Individualized plans to fit each parent's needs.,,,https://www.answerscounseling.org/promoting-first-relationships,,(360) 255-7855,,"Parenting Education,Parents,Families","recIYoQCXH2GX4meA, rec4cE8qW6kVNk0bV, recOs8jW9d2WJDhsu",,recPMpYgHlZ9rklZ6,,,,,,,,,,Vetted,
Prevention Coalitions,Whatcom County Health Department ,recsJOY2XgLE7ar6o,,"The Whatcom County Health Department partners with community organizations and all seven Whatcom County school districts to coordinate and support prevention coalitions and community groups. These coalitions work with schools and others to increase connections and support healthy youth and families. Visit the website to learn more and get involved.

",,,https://whatcomcounty.us/3201/Prevention-Coalitions,,,,"Health,Families,Parents,Support Network","reciYkvwqodZbQOxg, recOs8jW9d2WJDhsu, rec4cE8qW6kVNk0bV, reczPHnbc0WTe8J74",,recSnK2n1dcqjJGqj,,,,,,,,,,Vetted,
Syringe Services Program,Whatcom County Health Department ,recsJOY2XgLE7ar6o,,"Diseases like HIV or hepatitis C can be spread when people who use injection drugs share needles or other equipment. Whatcom County Health Department's syringe clinics provide new, sterile needles and equipment to people who use injection drugs and provide connections to drug treatment, disease testing, vaccines, and other social services.",Whatcom County Health Department - State Street,recYvoWMV4zK72ick,https://www.whatcomcounty.us/3252/Syringe-Services-Program,,(360) 778-6100,,"Substance Dependency,Prevent & Treat,Health","recU6IywQcWaehPgJ, recKS0XVAOeMrFEMb, reciYkvwqodZbQOxg",1500 N State St.,recppZxbCHF4LlOUR,,,,,,,,"recDMPZrQYnHBpU6i,recW6B6CKg7Qg3xYW",,Vetted,
Arne Hanna Aquatic Center,Bellingham Parks and Recreation,recPSK8F1783zlqzD,,"Offerings include lap swims, American Red Cross swim lessons and training courses, shallow water aerobics, deep water running, as well as preschool swims and open swims for people to play and enjoy the facility.

",Arne Hanna Aquatic Center,recEUzbjFAt8GbyJf,https://cob.org/services/recreation/aquatic,aquatics@cob.org,(360) 778-7665,,"Recreation,Families,Children,Teens,Adults,Seniors","recXSER99ndvVMgCn, recOs8jW9d2WJDhsu, recH2S9jjAnFPldly, rec3MOuAsiEAxOo3z, recuFy3DUTNeadwWi, recJnEdhIA6wUbdzg",1114 Potter Ave.,recRiBDECdKnWV8TO,,,,,"Day passes, 10 visit passes, 3 month passes, and annual passes available.",,,"recna416lxzekZKnE,recWJK0Qs7lM5x5lE",,Vetted,
Free Shower Program,Bellingham Parks and Recreation,recPSK8F1783zlqzD,,Free showers are available for anyone in need at Arne Hanna Aquatic Center during regular pool hours.,Arne Hanna Aquatic Center,recEUzbjFAt8GbyJf,https://cob.org/services/recreation/aquatic,aquatics@cob.org,(360) 778-7665,,"Personal Hygiene,Homeless,Adults,Families,Seniors","recIT2NHumbVjnYj3, rec7wvcVfmMf7RwS7, recuFy3DUTNeadwWi, recOs8jW9d2WJDhsu, recJnEdhIA6wUbdzg",1114 Potter Ave.,recHCNSE21sbBALWw,,,,,,,,"recWJK0Qs7lM5x5lE,recna416lxzekZKnE",,Vetted,
Bellingham Playbook,Bellingham Parks and Recreation,recPSK8F1783zlqzD,,Your guide to recreation and educational opportunities in Bellingham. The new Playbook (formerly known as the Leisure guide) provides a complete listing of recreation activities available throughout Bellingham. ,Bellingham Parks and Recreation,recHfAgtO79fqJFZT,https://cob.org/services/recreation/activities/playbook,,,,"Recreation,Families,Children,Teens","recXSER99ndvVMgCn, recOs8jW9d2WJDhsu, recH2S9jjAnFPldly, rec3MOuAsiEAxOo3z",210 Lottie St.,rec3DH4OZoMcFeMFC,,,,,,,,,,Vetted,
City of Bellingham Community Garden Program,Bellingham Parks and Recreation,recPSK8F1783zlqzD,,Program participants can take advantage of 200 square feet of garden space to grow their own food and flowers. Registration for new gardeners begins in January each year on a first-come-first-served basis.  Returning gardeners who want the same plots are given priority to register for their same plots starting in November for the following year.   ,"Fairhaven Community Garden,Sven Hoyt Community Garden,Lakeway Community Garden","rec6kGe8tITFNUd2s, recUyouo9eY8UNZBC, recJAX81rsyysili1",https://cob.org/services/recreation/activities/gardens,parks@cob.org,(360) 778-7000,,Community Gardens,recfiKWaizoHZtPlF,"10th St. and Wilson Ave.,32nd St. between Taylor Ave. and Donovan Ave.,Lakeway Dr. and Woburn St.",recHE1hsxQpgYNUdh,,,,,Fee per plot per calendar year. Scholarships available.,,,,,Vetted,
Tech Help at BPL,Bellingham Public Library,recMldsZhSR1yrGqR,,"Need help with technology questions or with using the Library’s electronic resources? BPL can help you by phone, by email, in person, or with one-on-one assistance during a Tech Basics Coaching session. Coaching sessions take place every Wednesday afternoon at the Central Library. Check the event calendar for upcoming sessions, and call to register.",Bellingham Public Library Central Branch,rec5f7nhKCUfzZqJU,https://www.bellinghampubliclibrary.org/using-the-library/tech-help,https://www.bellinghampubliclibrary.org/ask/ask-us-form,(360) 778-7323,,"Computer Class,Computer or Internet Access,More Education,Community Support Services","recxXf02BG8n1DE35, recWlYhypSgHFFWRW, recxkS1dX1ZBiHPth, recwQuL3cKTIDX0Ib",210 Central Ave.,recm30wvLLz5KhCOc,,,,,,,,,,Vetted,
Computers and Technology Access at BPL,Bellingham Public Library,recMldsZhSR1yrGqR,,"BPL locations provide public access to computers, and printing and copying equipment (15 cents per black and white page, 50 cents per color page). Visitors with a Bellingham or Whatcom County library card may use a computer with internet access for 90 minutes a day. Visitors without a library card may use a guest pass. Free wireless internet access (WiFi) is available in all library buildings.","Bellingham Public Library Barkley Branch,Bellingham Public Library Central Branch,Bellingham Public Library Fairhaven Branch","recfQJFd1jOYzGZ7M, rec5f7nhKCUfzZqJU, recNKoWIhIX6tkaz3",https://www.bellinghampubliclibrary.org/using-the-library/computers-wifi,,(360) 778-7323,,"Computer or Internet Access,Community Support Services","recWlYhypSgHFFWRW, recwQuL3cKTIDX0Ib","3111 Newmarket St.,210 Central Ave.,1117 12th Street",recWt6b0hIBFFqXDT,,,,,"Printing fees: $0.15 (black & white), $0.50 (color) per page",,,,,Vetted,
WiFi Hotspot Lending at BPL,Bellingham Public Library,recMldsZhSR1yrGqR,,"If you need access to the Internet, your Library can help by lending you a mobile Wi-Fi hotspot device. If you have a Bellingham or Whatcom County library card, you may borrow a hotspot for 3 weeks. If no one is waiting, it can be renewed up to 3 times. Visit the online catalog to place a request.","Bellingham Public Library Barkley Branch,Bellingham Public Library Central Branch,Bellingham Public Library Fairhaven Branch","recfQJFd1jOYzGZ7M, rec5f7nhKCUfzZqJU, recNKoWIhIX6tkaz3",https://www.bellinghampubliclibrary.org/wifi-hotspots,https://www.bellinghampubliclibrary.org/ask/ask-us-form,(360) 778-7323,,"Computer or Internet Access,Community Support Services","recWlYhypSgHFFWRW, recwQuL3cKTIDX0Ib","3111 Newmarket St.,210 Central Ave.,1117 12th Street",recKxVFqSjeyphVDw,,,,,,,,,,Vetted,
Meeting Rooms at BPL ,Bellingham Public Library,recMldsZhSR1yrGqR,,"Three group meeting rooms are available at Bellingham Public Library facilities for free-of-charge public use during library open hours. Meeting rooms may only be used for non-commercial purposes. Users must register and agree to room use expectations. Users may register for one use per month, and may reserve rooms up to 90 days in advance. Reservation requests may be submitted online or by phone. ","Bellingham Public Library Central Branch,Bellingham Public Library Barkley Branch,Bellingham Public Library Fairhaven Branch","rec5f7nhKCUfzZqJU, recfQJFd1jOYzGZ7M, recNKoWIhIX6tkaz3",https://www.bellinghampubliclibrary.org/using-the-library/reserve-meeting-rooms,,(360) 778-7189,,Community Support Services,recwQuL3cKTIDX0Ib,"210 Central Ave.,3111 Newmarket St.,1117 12th Street",recD7CN0xo8Km2WFl,,,,,,,,,,Vetted,
Free Museum Passes through BPL ,Bellingham Public Library,recMldsZhSR1yrGqR,,"The Bellingham Public Library has partnered with the Whatcom Museum and the Spark Museum of Electrical Invention to offer complimentary general admission to each museum. A Museum Pass allows free entry for up to 4 people, valid for use on the date and at the museum selected when registering. Each family is eligible for a pass for each museum every 60 days. Register online using the library calendar of events.",,,https://www.bellinghampubliclibrary.org/using-the-library/free-passes-to-museums,,(360) 778-7323,,"Community Support Services,Recreation,Families,Children","recwQuL3cKTIDX0Ib, recXSER99ndvVMgCn, recOs8jW9d2WJDhsu, recH2S9jjAnFPldly",,recCUSoiSzRybP3TP,,,,,,,,,,Vetted,
Outreach Services at BPL ,Bellingham Public Library,recMldsZhSR1yrGqR,,"Bellingham Public Library provides Outreach services to Bellingham residents who, because of age, illness, or long-term disability of three months or more, are unable to visit the library in person. Individuals who are confined to their homes may arrange to have a family member, volunteer, or caregiver pick up and deliver pre-selected library materials to them. Monthly service is scheduled at various Assisted Living / Health Care facilities in Bellingham.",,,https://www.bellinghampubliclibrary.org/using-the-library/outreach-services,outreach@cob.org,(360) 778-7299,,"Community Support Services,Disability,Seniors","recwQuL3cKTIDX0Ib, recLKLYZv41O8jPT4, recJnEdhIA6wUbdzg",,rec7Bx77dKvZBqhmD,,,,,,,,,,Vetted,
Nonprofit Resources at BPL,Bellingham Public Library,recMldsZhSR1yrGqR,,"Bellingham Public Library is a member of Candid’s Funding Information Network. Candid is dedicated to collecting, organizing, and disseminating information that connects nonprofits and grantmakers. Candid resources available at the Central Library include foundation and grant directories, as well as access to ebooks, trainings, and research.",Bellingham Public Library Central Branch,rec5f7nhKCUfzZqJU,https://www.bellinghampubliclibrary.org/using-the-library/research-learn/nonprofit-resources#funders,,(360) 778-7323,,Community Support Services,recwQuL3cKTIDX0Ib,210 Central Ave.,recw8gwdvcjHYB5qI,,,,,Free to Bellingham Public Library card holders,,,,,Vetted,
Teacher Resources at BPL,Bellingham Public Library,recMldsZhSR1yrGqR,,"Bellingham Public Library works collaboratively with local educators to provide useful resources to Bellingham students, including curriculum support materials, and class visits for pre-school through high school students. ",,,https://www.bellinghampubliclibrary.org/kids-teens/teacher-resources,,(360) 778-7323,,"Community Support Services,Education,Education","recwQuL3cKTIDX0Ib, recOGCSUVHnuizJWp, recwx29TYYpEh7QXp",,recMpD9F8WpUNuRRY,,,,,,,,,,Vetted,
BPL Calendar,Bellingham Public Library,recMldsZhSR1yrGqR,,"Calendar of Bellingham Public Library events, including story times, SkillShare sessions, classes, and community events.",,,https://bellinghampubliclibrary.evanced.info/signup,,,,Community Support Services,recwQuL3cKTIDX0Ib,,recgjWoTsckfJ405s,,,,,,,,,,Vetted,
Learning Resources at BPL,Bellingham Public Library,recMldsZhSR1yrGqR,,"Bellingham Public Library subscribes to online tools that help you to learn new skills using self-paced lessons. Tools include LinkedIN Learning for Library (self-paced courses on a wide variety of topics), Mango Languages (tools to learn 70+ languages, including courses for ESL learners), Microsoft Imagine Academy (computer and technology courses), and Northstar Digital Literacy (everyday computer skills). ",,,https://www.bellinghampubliclibrary.org/digital-library/learning-resources,,(360) 778-7323,,"Community Support Services,Education,More Education,Computer Class,English as a Second Language (ESL),Foreign Languages","recwQuL3cKTIDX0Ib, recOGCSUVHnuizJWp, recxkS1dX1ZBiHPth, recxXf02BG8n1DE35, reccdQfKvmhGIpezE, recbPcAyrh09fZotI",,recduJpPuF4yw92ds,,,,,,,,,,Vetted,
Research Tools at BPL,Bellingham Public Library,recMldsZhSR1yrGqR,,"Bellingham Public Library subscribes to research tools that allow you to discover reliable, accurate information sources, including newspaper and magazine articles. You will need your Bellingham Public Library barcode and PIN to login to most of the tools. ",,,https://www.bellinghampubliclibrary.org/using-the-library/research-learn/tools,,(360) 778-7323,,"Community Support Services,Education","recwQuL3cKTIDX0Ib, recOGCSUVHnuizJWp",,recelPfNWdilp0VgY,,,,,,,,,,Vetted,
WCLS WiFi and Laptops,Whatcom County Library System,recSTUXGET8dHOpKy,,"Free WiFi available at WCLS libraries, including access from library parking lots. You can borrow a library laptop for use on library property. One hour limit, based on availability.","Sumas Library,Blaine Library,Deming Library,Island Library,Lynden Library,Everson Library,Ferndale Library,North Fork Library,Point Roberts Library,South Whatcom Library,Northwest Drive Library Express","recTOOu5QbeWSiOGx, reccnrX6G9gzJaqJg, recKOhsOL9EJLPsgt, recJhMsDNQxFoNtNM, rececZBNbdde9S8un, recaCa2dWt6HIhApJ, rec83sWvihhL1npE4, recNkSEnqS3v8aYzK, receEKvGVc30wwl9c, recliChaaabzFCPlJ, recHHAvBL00szx41b",https://www.wcls.org/info/,,(360) 305-3600,,"Community Support Services,Computer or Internet Access","recwQuL3cKTIDX0Ib, recWlYhypSgHFFWRW","461 2nd St.,610 3rd St.,5044 Mt. Baker Hwy.,2144 S. Nugent Rd.,216 4th St.,104 Kirsch Dr.,2125 Main St.,7506 Kendall Rd.,1431 Gulf Rd.,10 Barn View Ct.,5205 Northwest Dr.",reciyozRCGNWRL3DB,,,,,,,,,,Vetted,
WCLS Printing Services,Whatcom County Library System,recSTUXGET8dHOpKy,,"Call your local branch to arrange document printing and pick up, or submit a request online. Library patrons are provided a $7.00 printing credit each week. Beyond that, printing fees are $0.10 (black & white) or $0.50 (color) per page.","Sumas Library,Blaine Library,Deming Library,Island Library,Lynden Library,Everson Library,Ferndale Library,North Fork Library,Point Roberts Library,South Whatcom Library,Northwest Drive Library Express","recTOOu5QbeWSiOGx, reccnrX6G9gzJaqJg, recKOhsOL9EJLPsgt, recJhMsDNQxFoNtNM, rececZBNbdde9S8un, recaCa2dWt6HIhApJ, rec83sWvihhL1npE4, recNkSEnqS3v8aYzK, receEKvGVc30wwl9c, recliChaaabzFCPlJ, recHHAvBL00szx41b",https://www.wcls.org/printing/,,,,Community Support Services,recwQuL3cKTIDX0Ib,"461 2nd St.,610 3rd St.,5044 Mt. Baker Hwy.,2144 S. Nugent Rd.,216 4th St.,104 Kirsch Dr.,2125 Main St.,7506 Kendall Rd.,1431 Gulf Rd.,10 Barn View Ct.,5205 Northwest Dr.",recSVnRKM9Ai5noGb,,,,,$0.10 (black & white) or $0.50 (color) per page ,,,,,Vetted,
WCLS Meeting Spaces,Whatcom County Library System,recSTUXGET8dHOpKy,,"Library meeting and conference rooms are available for reservation when they are not being used by library groups or government organizations. Reservations are on a first-come, first-serve basis and may be made no more than 24 weeks in advance.","Blaine Library,Deming Library,Ferndale Library,Lynden Library,North Fork Library,Point Roberts Library,South Whatcom Library","reccnrX6G9gzJaqJg, recKOhsOL9EJLPsgt, rec83sWvihhL1npE4, rececZBNbdde9S8un, recNkSEnqS3v8aYzK, receEKvGVc30wwl9c, recliChaaabzFCPlJ",https://www.wcls.org/reserve-meeting-space/,,(360) 305-3600,,Community Support Services,recwQuL3cKTIDX0Ib,"610 3rd St.,5044 Mt. Baker Hwy.,2125 Main St.,216 4th St.,7506 Kendall Rd.,1431 Gulf Rd.,10 Barn View Ct.",recvR36NcoHbu14gL,,,,,Free for non-commercial use. Fees vary for commercial use.,,,,,Vetted,
WCLS Learning Resources,Whatcom County Library System,recSTUXGET8dHOpKy,,"Library-created learning resources for both parents and educators to help children become their best selves. Resources include Early Literacy Kits, Preschool Theme Kits, Baby Boxes, People of the Salish Sea Curriculum Kits, homeschooling resources, and more. Additionally, call your local branch to schedule a school visit to the library, or to request a library visit to your school.","Sumas Library,Deming Library,Blaine Library,Island Library,Lynden Library,Everson Library,Ferndale Library,North Fork Library,Point Roberts Library,South Whatcom Library,Northwest Drive Library Express","recTOOu5QbeWSiOGx, recKOhsOL9EJLPsgt, reccnrX6G9gzJaqJg, recJhMsDNQxFoNtNM, rececZBNbdde9S8un, recaCa2dWt6HIhApJ, rec83sWvihhL1npE4, recNkSEnqS3v8aYzK, receEKvGVc30wwl9c, recliChaaabzFCPlJ, recHHAvBL00szx41b",https://www.wcls.org/parents-educators/,,,,"Children,Students,Families,Parents,Education,Community Support Services","recH2S9jjAnFPldly, recRkWhxivlC8cQqc, recOs8jW9d2WJDhsu, rec4cE8qW6kVNk0bV, recOGCSUVHnuizJWp, recwQuL3cKTIDX0Ib","461 2nd St.,5044 Mt. Baker Hwy.,610 3rd St.,2144 S. Nugent Rd.,216 4th St.,104 Kirsch Dr.,2125 Main St.,7506 Kendall Rd.,1431 Gulf Rd.,10 Barn View Ct.,5205 Northwest Dr.",recFCC2bifwA5cJgl,,,,,,,,,,Vetted,
WCLS Community Resources,Whatcom County Library System,recSTUXGET8dHOpKy,,An online database of community resources to help in the event of emergencies and other difficult situations.,,,https://www.wcls.org/community-resources/,,,,"Navigating the System,Community Support Services","recjW3uPkRdSkwZwb, recwQuL3cKTIDX0Ib",,recpDgUwoLEubIlgQ,,,,,,,,,,Vetted,
WCLS Event Calendar,,,,"Calendar of Whatcom County Library System events, including story times, social gatherings, book clubs, and more.",,,https://wcls.libcal.com/calendar/events,,,,"Recreation,Community Support Services","recXSER99ndvVMgCn, recwQuL3cKTIDX0Ib",,recjpilsUAMIJYFW1,,,,,,,,,,,
WCLS Events Calendar,Whatcom County Library System,recSTUXGET8dHOpKy,,"Calendar of Whatcom County Library System events, including story times, social gatherings, book clubs, and more.",,,https://wcls.libcal.com/calendar/events,,,,"Recreation,Community Support Services","recXSER99ndvVMgCn, recwQuL3cKTIDX0Ib",,reczjKRbssQmFb41A,,,,,,,,,,Vetted,
Ask an Advocate at DVSAS,Domestic Violence and Sexual Assault Services (DVSAS),recz8xRe1VHPr90xt,,"Confidentially ask for support online. The Ask an Advocate page is monitored Monday-Friday, 9am - 5pm. You should receive a message back within 24-hours. If you need to speak with someone immediately, please call the helpline. ",DVSAS,recgPapfEDynKRlX8,https://www.dvsas.org/get-help/ask-an-advocate/,,(360) 715-1563,,"Domestic Violence Survivors,Help Escape Violence,Community Support Services,Support Network,One-on-One Support,Sexual Assault Survivors","rec0Ce3Y1ZD6lwr77, recGZDH38sictwGTY, recwQuL3cKTIDX0Ib, reczPHnbc0WTe8J74, receszGz2p4iqVytY, rectjyfwMv7H73cDe",,recnoxVknPXefnYVN,,,,,,,,,,Vetted,
