dshs division of vocational rehabilitation,"helps people with disabilities prepare for, obtain and retain employment. works in partnership with the community and businesses to develop employment opportunities for people who have disabilities.",http://dshs.wa.gov/dvr,4101 meridian ave,,bellingham,wa,98226,us,physical,"whatcom, wa",,,0
dshs division of vocational rehabilitation,"helps people with disabilities prepare for, obtain and retain employment. works in partnership with the community and businesses to develop employment opportunities for people who have disabilities.",http://dshs.wa.gov/dvr,4101 meridian ave.,,bellingham,wa,98226,us,physical,"whatcom, wa",3aa573be-7491-4f80-9f2e-20af9424dc16,street_dup,1
dshs aging and long-term support administration's home and community services,helps vulnerable and dependent adults by funding personal care services in a variety of settings. investigates reports of adult abuse and neglect.,https://www.dshs.wa.gov/altsa/home-and-community-services/agencies-help#hcs,2219 rimland drive,suite 419,bellingham,wa,98226,us,physical,whatcom,,,0
journey housing and payee services,"journey housing and payee services, an everett-based non-profit company, creates affordable housing programs that empower people living with developmental disabilities to discover their potential, live independently with supportive services and engage in community life. journey also operates a payee service providing representative payee services to washington residents who need assistance in managing their personal financial affairs. the main mission of the organization is to provide housing, which they accomplish as a property management agency and as a payee service, prioritizing the payment of rent and utilities to assist people in keeping their housing.",https://journeyhousingandpayee.org,1515 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
journey housing and payee services,"journey housing and payee services, an everett-based non-profit company, creates affordable housing programs that empower people living with developmental disabilities to discover their potential, live independently with supportive services and engage in community life. journey also operates a payee service providing representative payee services to washington residents who need assistance in managing their personal financial affairs. the main mission of the organization is to provide housing, which they accomplish as a property management agency and as a payee service, prioritizing the payment of rent and utilities to assist people in keeping their housing.",https://journeyhousingandpayee.org,1515 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,637b35de-c004-4eb4-b411-8afbb8c56c6b,street_dup,1
lake whatcom residential and treatment center,"lake whatcom center (lwc), located in bellingham, washington, is a dshs licensed not-for-profit organization providing an array of residential and community mental health services to adults with severe and persistent mental illness in whatcom and surrounding counties.",http://lwrtc.org,3600 meridian street,,bellingham,wa,98225,us,physical,whatcom,,,0
lake whatcom residential and treatment center,"lake whatcom center (lwc), located in bellingham, washington, is a dshs licensed not-for-profit organization providing an array of residential and community mental health services to adults with severe and persistent mental illness in whatcom and surrounding counties.",http://lwrtc.org,3400 agate heights road,,bellingham,wa,98226,us,physical,whatcom,,,0
lake whatcom residential and treatment center,"lake whatcom center (lwc), located in bellingham, washington, is a dshs licensed not-for-profit organization providing an array of residential and community mental health services to adults with severe and persistent mental illness in whatcom and surrounding counties.",http://lwrtc.org,3400 agate heights road,,bellingham,wa,98226,us,physical,whatcom,128d3995-cb55-497b-a4d9-bb9b6d4d2656,street_dup,1
lifeline connections,offers outpatient and residential substance use disorder and mental health treatment services.,https://lifelineconnections.org/,4120 meridian street,220,bellingham,wa,98226,us,physical,whatcom,,,0
lighthouse mission ministries,"operates a crisis homeless shelter for men, women, and children. assess and address the underlying causes that lead to homelessness for its guests.  offers three meals a day, shelter, and access to life skills classes, case management, and recovery support for homeless men, women, and children.",http://www.thelighthousemission.org,910 west holly street,,bellingham,wa,98225,us,physical,whatcom,,,0
lighthouse mission ministries,"operates a crisis homeless shelter for men, women, and children. assess and address the underlying causes that lead to homelessness for its guests.  offers three meals a day, shelter, and access to life skills classes, case management, and recovery support for homeless men, women, and children.",http://www.thelighthousemission.org,910 west holly str,,bellingham,wa,98225,us,physical,whatcom,a9ba0380-9907-4146-bf90-46d16b7830a7,street_dup,1
lighthouse mission ministries,"operates a crisis homeless shelter for men, women, and children. assess and address the underlying causes that lead to homelessness for its guests.  offers three meals a day, shelter, and access to life skills classes, case management, and recovery support for homeless men, women, and children.",http://www.thelighthousemission.org,1530 cornwall avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
lighthouse mission ministries,"operates a crisis homeless shelter for men, women, and children. assess and address the underlying causes that lead to homelessness for its guests.  offers three meals a day, shelter, and access to life skills classes, case management, and recovery support for homeless men, women, and children.",http://www.thelighthousemission.org,1530 cornwall ave,,bellingham,wa,98225,us,physical,whatcom,91f814bf-6169-4c35-bd16-13534d83591c,street_dup,1
social security administration,"manages application and administration offices for federal social security, supplemental security income (ssi), medicare, medicare part d/extra help, social security disability income (ssdi) and survivor and death benefits programs.",https://www.ssa.gov/seattle/index.htm,710 alabama street,,bellingham,wa,98225,us,physical,whatcom,,,0
nami whatcom,"nami whatcom county is an affiliate of nami, the national alliance on mental illness, the nation’s largest grassroots mental health organization dedicated to building better lives for the millions of americans affected by mental illness.  our mission is to encourage recovery and reintegration of persons with mental illnesses and to provide support, education, and advocacy for persons with mental illness and their families.  nami whatcom county is fully inclusive of individuals with mental illness and their families of all backgrounds and cultures.  the mission of nami whatcom county is to provide hope and improve the quality of life for those affected by mental illness through support, education and advocacy. nami whatcom county provides support for persons affected by mental illness in numerous ways.   we offer numerous programs and resources that encompass our values that support our mission. our programs consist of the following free support groups, classes, and education opportunities.",http://www.namiwhatcom.org,800 east chestnut street,1c,bellingham,wa,98225,us,physical,whatcom,,,0
nami whatcom,"nami whatcom county is an affiliate of nami, the national alliance on mental illness, the nation’s largest grassroots mental health organization dedicated to building better lives for the millions of americans affected by mental illness.  our mission is to encourage recovery and reintegration of persons with mental illnesses and to provide support, education, and advocacy for persons with mental illness and their families.  nami whatcom county is fully inclusive of individuals with mental illness and their families of all backgrounds and cultures.  the mission of nami whatcom county is to provide hope and improve the quality of life for those affected by mental illness through support, education and advocacy. nami whatcom county provides support for persons affected by mental illness in numerous ways.   we offer numerous programs and resources that encompass our values that support our mission. our programs consist of the following free support groups, classes, and education opportunities.",http://www.namiwhatcom.org,800 east chestnut street,1c,bellingham,wa,98225,us,physical,whatcom,d3d25271-c8b2-46ec-b289-18cc6ab8329e,street_dup,1
salvation army - bellingham,non-profit multi service center.,https://bellingham.salvationarmy.org,2912 northwest avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
salvation army - bellingham,non-profit multi service center.,https://bellingham.salvationarmy.org,1515 birchwood avenue,,bellingham,wa,98225,us,physical,whatcom,,,0
salvation army - bellingham,non-profit multi service center.,https://bellingham.salvationarmy.org,1515 birchwood ave,,bellingham,wa,98225,us,physical,whatcom,03fbaf7c-0f44-4940-8511-e2ea20cd0c03,street_dup,1
alcoholics anonymous' western washington area 72,lists 12-step support groups for alcoholics. some meetings have interpreters for individuals who are hard of hearing. provides information about aa meetings throughout western washington.,http://www.area72aa.org,1225 east sunset drive,suite 145-745,bellingham,wa,98226,us,physical,whatcom,,,0
