Agency_Id,Program_Id,ProgramContact_ProgramContact,ProgramSystem_LastUpdatereviewDate,ProgramOption_Status,ProgramSystem_Name,ProgramSystem_Description,ProgramSystem_TypeOfFees,ProgramSystem_DocumentsRequired,ProgramSystem_Eligibility,ProgramSystem_ApplicationintakeProcess
4989,9147,"[{""Contact_Id"":2299}]",2021/09/07,"[""Active""]",Pet Adoption,"Animal adoptions for cats, dogs, rabbits, horses, birds, and other small animals.",Cats: $30-$250 (varies by age and number of cats being adopted) Dogs: $85-$275 (varies by age of dog) Rabbit: $45 Horse: varies based on the animal Bird: varies Small animal: varies.,,Be at least 18 years of age and have verifiable identification and complete an application and discuss with an adoption counselor. See website  or call for other requirements.,Application can be filled out online or by stopping by shelter(s).
4989,10906,"[{""Contact_Id"":2299}]",2021/09/07,"[""Active""]",Animal Shelter,An open admission animal shelter that will accept any animal surrendered to them. Stray animals are held 3-5 days and those with ID are held a minimum of 10 days.,Surrender fee is $50. Speak to customer service if that is not affordable  (360) 733-2080 ext. 3001.,,No requirements.,A personality profile completed on the animal is helpful for the shelter.
4989,12138,"[{""Contact_Id"":2299}]",2021/09/07,"[""Active""]",Pet Licensing,Licensing for pets in Whatcom County.,Call for current rates.,,Call or visit website for more information.,Call or visit website for more information.
4989,13075,"[{""Contact_Id"":2299}]",2021/09/07,"[""Active""]",Pet Food Bank,"A pet food bank for low-income Whatcom County residents needing short-term assistance providing pet food for their pets. Food is distributed on a first come, first serve basis during regular business hours. Households can visit the pet food bank once every 30 days.",None.,,For low-income pet owners.,Bring picture ID to humane society.
4989,13805,"[{""Contact_Id"":2299}]",2021/09/07,"[""Active""]",Spay Neuter Assistance Program (SNAP),"Spay and neuter assistance program for low income households. For cats, dogs, and rabbits either eight weeks old or weighing two pounds.",Varies by the sex and weight of the animal.,,For low income households meeting income guidelines.,Must fill out application available at the humane society or online. Applications will be reviewed with the applicant by phone.
4989,14379,"[{""Contact_Id"":2299}]",2021/09/07,"[""Active""]",Microchipping,"Offers microchipping for cats and dogs. No age restrictions, but animals must be old enough to be weaned from their mother.",$30.,,Call for more information.,No application or appointment needed.
4990,12989,"[{""Contact_Id"":2307}]",2022/07/01,"[""Active""]",Family Housing Program,Provides emergency and transitional housing to homeless families throughout Whatcom County. Families meet regularly with case managers to work on goals that will lead to self-sufficiency and permanent housing. Manages four emergency housing units and seven transitional housing units.,No fee for emergency housing. Rent for subsidized apartments.,,Whatcom County families experiencing homelessness.,Apply through the Opportunity Council.
4990,13751,"[{""Contact_Id"":2307}]",2022/07/01,"[""Active""]",CAST Meal,"Provides coffee, soup, and sandwiches in downtown Bellingham to anyone in need of a meal. Supplies and donations permitting, may also provide personal hygiene products, warm socks, and mittens.",None.,,No restrictions.,Visit in person.
4990,14330,"[{""Contact_Id"":2307}]",2022/07/01,"[""Active""]",Family Promise of Whatcom County,"Shelters homeless children and their parents in local congregations.  Guests receive overnight accommodations and meals from volunteers. During the day, families go to a day center where there are showers, laundry facilities, and a home-like atmosphere. There they work with Family Promise case managers who help families regain their self-sufficiency.",None.,,Families with children under the age of 18 who are experiencing homelessness.,"Families are referred through agencies, including Opportunity Council, Whatcom County School District Homeless Liaisons, Washington State Department of Social and Health Services (DSHS), and Domestic Violence and Sexual Assault Services."
4992,159,"[{""Contact_Id"":332}]",2021/11/29,"[""Active""]",Braille Materials and Education,"Provides Braille materials, education, and information to individuals, groups, and/or agencies.  Volunteer opportunities: Board members, clerical, community outreach, Braille transcribers.",Fees are negotiable.,,Call for information.,Call for information.
4994,151,"[{""Contact_Id"":4197}]",2021/08/18,"[""Active""]",Youth Recreation,Offers after-school programs with fun and valuable programs and positive role models. Provides quiet spaces to accomplish homework and exercise mental fitness with plenty of books and games. Teaches young people about the benefits of developing good habits such as eating smart and being physically active.A schedule of activities is offered in the Clubs each day. Special programs occur throughout the year.,Annual membership $40 per child.,,Youth in grades K-12.,Call for individual club information. Apply for membership online.
4995,145,"[{""Contact_Id"":4718}]",2022/07/07,"[""Active""]",Clothing Closet,"Distributes used clothing, furniture and household goods, priced as low as possible. Accepts donations of almost anything as long as it is clean and in good shape.",$7 for a bag of clothes (all you can fit into one bag).,,Low income residents of Whatcom County.,Call or visit in person.
4997,3985,"[{""Contact_Id"":624}]",2022/05/10,"[""Active""]",Sharing Shop,"Distributes clothing, housewares (no furniture), toiletries, diapers, and emergency food free of charge. Individuals and family  ""shop"" free of charge at designated times.  No application necessary. We operate on a walk-in, first come, first served model.",None.,"Must have have photo ID of some kind (state ID, Costco card, student ID).",Must reside in Whatcom County.,Visit in person.
4998,161,"[{""Contact_Id"":669}]",2021/09/08,"[""Active""]",Pregnancy Support,"Offers free pregnancy tests to women, and free limited diagnostic ultrasounds when medically indicated. Assists women in completing the necessary paperwork to apply for First Steps which cover the medical costs of pregnancy and delivery. Provides information on pregnancy, adoption, parenting, and abortion procedures when requested.",None.,,Women who are pregnant or think they may be pregnant.,Call for appointment or visit the clinic.
